artist_kr,artist_slug,title,medium,dimensions,date,auction_house,sale_name,lot,price,estimate,url
"김종학","kim-chong-hak","Snowscape","oil on canvas","80.29 x 99.8 cm","2015년 3월 9일","Seoul Auction • Seoul","135th Modern and Contemporary Art Auction","Lot 174","KRW ₩47,000,000 • US$42,236","KRW ₩45,000,000–₩70,000,000 (est)","/auction-result/2767470"
"김종학","kim-chong-hak","Flowers and Birds, 2004","oil on canvas","181.51 x 227 cm","2015년 3월 9일","Seoul Auction • Seoul","135th Modern and Contemporary Art Auction","Lot 123","KRW ₩170,000,000 • US$152,769","KRW ₩180,000,000–₩300,000,000 (est)","/auction-result/2767469"
"김종학","kim-chong-hak","Flower, 2003","acrylic on canvas","26.01 x 18.21 cm","2015년 1월 28일","Seoul Auction • Seoul","My First Collection","Lot 12","KRW ₩4,300,000 • US$3,968","KRW ₩3,000,000–₩5,000,000 (est)","/auction-result/1422538"
"김종학","kim-chong-hak","Flowers","oil on canvas","43.99 x 51.51 cm","2015년 1월 28일","Seoul Auction • Seoul","My First Collection","Lot 33","KRW ₩16,000,000 • US$14,767","KRW ₩16,000,000–₩28,000,000 (est)","/auction-result/1422537"
"김종학","kim-chong-hak","Landscape, 2003","oil on canvas","45.49 x 53.01 cm","2014년 12월 17일","Seoul Auction • Seoul","134th Modern and Contemporary Art Auction","Lot 63","Bought In","KRW ₩25,000,000–₩40,000,000 (est)","/auction-result/2181411"
"김종학","kim-chong-hak","Snowscape","oil on canvas","59.51 x 71.5 cm","2014년 12월 17일","Seoul Auction • Seoul","134th Modern and Contemporary Art Auction","Lot 79","Bought In","KRW ₩25,000,000–₩40,000,000 (est)","/auction-result/2181410"
"김종학","kim-chong-hak","Landscape, 2002","oil on canvas","162.51 x 129.01 cm","2014년 12월 17일","Seoul Auction • Seoul","134th Modern and Contemporary Art Auction","Lot 62","Bought In","KRW ₩120,000,000–₩170,000,000 (est)","/auction-result/2181414"
"김종학","kim-chong-hak","Landscape, 2006","oil on canvas","65.51 x 100 cm","2014년 12월 17일","Seoul Auction • Seoul","134th Modern and Contemporary Art Auction","Lot 64","Bought In","KRW ₩65,000,000–₩100,000,000 (est)","/auction-result/2181413"
"김종학","kim-chong-hak","Snowscape","oil on canvas","45.49 x 53.01 cm","2014년 12월 17일","Seoul Auction • Seoul","134th Modern and Contemporary Art Auction","Lot 80","Bought In","KRW ₩18,000,000–₩30,000,000 (est)","/auction-result/2181412"
"김종학","kim-chong-hak","Full bloom, 2003","acrylic on canvas","72.69 x 90.91 cm","2014년 12월 16일","K Auction • Seoul","Auction","Lot 52","Bought In","KRW ₩48,000,000–₩80,000,000 (est)","/auction-result/1056006"
"김종학","kim-chong-hak","Night in spring","oil on canvas","45.49 x 60.6 cm","2014년 12월 16일","K Auction • Seoul","Auction","Lot 74","KRW ₩22,000,000 • US$20,188","KRW ₩22,000,000–₩40,000,000 (est)","/auction-result/1056005"
"김종학","kim-chong-hak","Landscape of Mt. Seorak","acrylic on canvas","97 x 130.3 cm","2014년 12월 16일","K Auction • Seoul","Auction","Lot 82","Bought In","KRW ₩80,000,000–₩150,000,000 (est)","/auction-result/1056004"
"김종학","kim-chong-hak","Flower and butterfly, 2003","acrylic on canvas","25.81 x 17.91 cm","2014년 12월 16일","K Auction • Seoul","Auction","Lot 90","KRW ₩5,200,000 • US$4,771","KRW ₩3,000,000–₩8,000,000 (est)","/auction-result/1056003"
"김종학","kim-chong-hak","Mt. Seorak in summer, 2005","acrylic on canvas","80.29 x 100 cm","2014년 12월 16일","K Auction • Seoul","Auction","Lot 53","KRW ₩65,000,000 • US$59,646","KRW ₩65,000,000–₩100,000,000 (est)","/auction-result/1056002"
