_track6_row_id,artist_key,artist_name_ko,artist_name_ko_orig,medium_category,support_category,has_depth,is_3d_candidate,is_high_price_candidate,is_extreme_aspect_ratio,price_krw,ln_price_krw
20749,youngjin jun,전영진,전영진,acrylic,canvas,True,False,False,False,6113400.0,15.625993641190432
20750,youngjin jun,전영진,전영진,acrylic,canvas,True,False,False,False,15428400.0,16.55172052486034
20751,youngjin jun,전영진,전영진,acrylic,canvas,True,False,False,False,12213000.0,16.318011516153227
20753,youngjin jun,전영진,전영진,acrylic,canvas,True,False,False,False,15180000.0,16.535489329931757
20754,youngjin jun,전영진,전영진,acrylic,canvas,True,False,False,False,7741800.0,15.862144776667993
20755,youngjin jun,전영진,전영진,acrylic,canvas,True,False,False,False,15304200.0,16.543637858495664
20756,youngjin jun,전영진,전영진,acrylic,canvas,True,False,False,False,5078400.0,15.440506809314227
20757,youngjin jun,전영진,전영진,acrylic,canvas,True,False,False,False,4008900.0,15.204027447437262
20758,youngjin jun,전영진,전영진,acrylic,canvas,True,False,False,False,8321400.0,15.93434106787248
20759,youngjin jun,전영진,전영진,acrylic,canvas,True,False,False,False,18326400.0,16.723853201181676
20760,youngjin jun,전영진,전영진,acrylic,canvas,True,False,False,False,9190800.0,16.033713541685685
20761,taedong lee,이태동,이태동,oil,canvas,True,False,False,False,5520000.0,15.52388841825328
20762,taedong lee,이태동,이태동,oil,canvas,True,False,False,False,7590000.0,15.842342149371811
20763,kim chae yun,김채윤,김채윤,acrylic,paper,True,False,False,False,3332700.0,15.019293344237925
20765,yewon choi,최예원,최예원,mixed_media,canvas,True,False,False,False,3865035.0,15.167481295590084
20766,yewon choi,최예원,최예원,mixed_media,canvas,True,False,False,False,3865035.0,15.167481295590084
20767,matthew anderson,매튜 앤더슨,매튜안데르선,oil,canvas,True,False,False,False,13841400.0,16.443174659107232
20768,sang min lee,이상민,이상민,oil,canvas,True,False,False,False,3864000.0,15.167213474314543
20771,taedong lee,이태동,이태동,mixed_media,canvas,True,False,False,False,1337220.0,14.106103390042016
20772,yewon choi,최예원,최예원,acrylic,unknown,True,False,False,False,2018774.0,14.518000954427327
20773,yewon choi,최예원,최예원,mixed_media,canvas,True,False,False,False,6370466.0,15.667183180288632
20774,sang min lee,이상민,이상민,oil,canvas,True,False,False,False,3877800.0,15.17077854047904
20775,sang min lee,이상민,이상민,oil,canvas,True,False,False,False,3877800.0,15.17077854047904
20776,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124157220.0,18.637059223684595
20777,soojin kim,진수 김,진수 김,other,fabric,True,False,False,False,731400.0,13.502715784697418
20778,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124157220.0,18.637059223684595
20779,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124683000.0,18.641285074171623
20780,hyera lee,이혜라,이혜라,acrylic,fabric,True,False,True,False,124208280.0,18.637470391908195
20781,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138483000.0,18.746258132375736
20782,bihop,비홉,비홉,mixed_media,canvas,True,False,False,False,14490000.0,16.488969314296867
20783,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124042680.0,18.636136257896688
20784,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124046820.0,18.63616963294884
20785,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124046820.0,18.63616963294884
20786,bihop,비홉,비홉,mixed_media,canvas,True,False,False,False,2691000.0,14.805423429709045
20787,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138372600.0,18.745460604669223
20788,bihop,비홉,비홉,mixed_media,canvas,True,False,False,False,1083300.0,13.895522495933658
20789,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124056480.0,18.63624750373899
20790,bihop,비홉,비홉,mixed_media,canvas,True,False,False,False,5616600.0,15.54123705658789
20791,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138193200.0,18.744163264035187
20792,bihop,비홉,비홉,mixed_media,canvas,True,False,False,False,6996600.0,15.76093487473648
20793,bihop,비홉,비홉,mixed_media,canvas,True,False,False,False,14490000.0,16.488969314296867
20794,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124060620.0,18.636280875078572
20795,bihop,비홉,비홉,mixed_media,canvas,True,False,False,False,3560400.0,15.085383456066914
20796,bihop,비홉,비홉,mixed_media,canvas,True,False,False,False,4291800.0,15.27221678332453
20797,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124060620.0,18.636280875078572
20798,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138207000.0,18.744263119245215
20799,bihop,비홉,비홉,mixed_media,canvas,True,False,False,False,28014000.0,17.14821494318113
20800,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138193200.0,18.744163264035187
20801,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124046820.0,18.63616963294884
20802,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124046820.0,18.63616963294884
20803,hyera lee,이혜라,이혜라,mixed_media,canvas,True,False,True,False,124046820.0,18.63616963294884
20804,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124046820.0,18.63616963294884
20805,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138483000.0,18.746258132375736
20806,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,3629400.0,15.10457790332306
20807,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,3312000.0,15.013062794487288
20808,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,3312000.0,15.013062794487288
20809,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,3312000.0,15.013062794487288
20810,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,1449000.0,14.18638422130282
20811,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,4747200.0,15.373065528518694
20812,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,289800.0,12.57694630886872
20813,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,276000.0,12.528156144699286
20814,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,234600.0,12.365637215201511
20815,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,234600.0,12.365637215201511
20816,geunyoung kim,김근영,김근영,oil,canvas,True,False,False,False,1502820.0,14.22285390108421
20817,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,358800.0,12.790520409166778
20818,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,276000.0,12.528156144699286
20819,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,289800.0,12.57694630886872
20820,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,331200.0,12.71047770149324
20821,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124060620.0,18.636280875078572
20822,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124046820.0,18.63616963294884
20823,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138331200.0,18.7451613677212
20824,sanghee ahn,안상희,안상희,acrylic,panel,True,False,False,False,441600.0,12.998159773945025
20825,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138207000.0,18.744263119245215
20826,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,262200.0,12.476862850311736
20827,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,262200.0,12.476862850311736
20828,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124115820.0,18.636725719890677
20829,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,262200.0,12.476862850311736
20830,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124060620.0,18.636280875078572
20831,sanghee ahn,안상희,안상희,acrylic,canvas,True,False,False,False,262200.0,12.476862850311736
20832,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138124200.0,18.743663838364316
20833,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138345000.0,18.745261123320063
20834,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138165600.0,18.74396352369696
20835,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124102020.0,18.636614527238173
20836,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124115820.0,18.636725719890677
20837,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124102020.0,18.636614527238173
20838,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138179400.0,18.7440633988531
20839,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138179400.0,18.7440633988531
20840,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124115820.0,18.636725719890677
20841,gyunghwa roh,노경화,노규응화,oil,canvas,True,False,False,False,1186800.0,13.986771167398803
20842,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124115820.0,18.636725719890677
20843,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138165600.0,18.74396352369696
20844,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124060620.0,18.636280875078572
20845,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124060620.0,18.636280875078572
20846,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138165600.0,18.74396352369696
20847,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124088220.0,18.636503322220488
20848,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,138165600.0,18.74396352369696
20851,hyera lee,이혜라,이혜라,acrylic,canvas,True,False,True,False,124088220.0,18.636503322220488
