artist_key,n_works,raw_coef,shrunk_coef
junewhan kim,3,6.933553971803778,6.7977178323278205
jung boram,36,6.400742709624325,6.439215080236267
jung eun,10,6.016630733886573,6.249825872138463
jung hee kim,3,8.524783360682912,7.394428853157496
jung hwan young,16,6.675680594518189,6.685331916928679
jung hyun park,9,6.3886555187639,6.505641458006167
jung jin,6,6.920724932949573,6.8277663946280605
jung jungyeob,20,7.583660653107575,7.4101717522145085
jung kwangmin,17,7.067319848653476,6.987523553196379
jung myunghee,2,6.453730076876958,6.641220128137879
jung ok kim,2,6.449680220601675,6.64006302634494
jung sung yoon,17,6.709038071363182,6.710669452562969
jung uk yang,2,8.341361010040988,7.18054325189903
jung yeonkyung,2,7.042765739000283,6.809516031601686
jungbin suh,4,8.699514748210191,7.597682192894666
jungdong lee,15,6.67979244123198,6.688898368084546
junghee park,10,6.5691580473947795,6.618177414477269
junghwabaek,11,6.867252175882057,6.820053417369616
junghyen kim,12,8.122993289898691,7.709235307176207
jungja kim,32,7.459251942479055,7.358841700068675
jungkee son,18,6.449365417316908,6.507376445865895
jungkeun shin,3,6.5142187417392465,6.6404671210536215
jungkum jang,6,7.178434966433226,6.968335503800962
jungmo kwon,2,6.518829059996554,6.659819837600621
jungmook jung 해청 정정묵,5,9.532423871145294,8.12432000989377
jungouk hong,12,8.228048664815717,7.783392042411755
jungsan,2,6.875878991872171,6.761834103850796
jungsook ahn,20,8.176160777331406,7.884171851593574
jungsu yu 유정수,5,6.116007243823871,6.4161116962330595
jungwan chae,47,5.788381743356643,5.87759659001872
jungwon bac,6,6.567703240409093,6.635209107787799
jungwon shelley bae,3,4.7643009308561,5.984247941972441
junho jung,6,4.8756104520053665,5.7122494050221295
junki min,1,6.286607938696532,6.644614780317961
junmin shin,12,6.1377502777650985,6.307887298611318
junseok kang,1,9.213343377235951,7.132404020074531
junseok mo,1,7.566311014772463,6.857898626330616
junsoo kim,62,6.557429738699043,6.569279470784356
junsung chang,14,7.011232752934908,6.933596804436839
junyoung kang,5,6.85464114333265,6.785428645987449
junyoung kim,1,5.84190103128763,6.5704969624164775
junyoung song,16,6.1339584354718575,6.27259122432195
juwon ju,5,5.839985941108693,6.27810104487547
juyoung park,6,5.748109558523864,6.188158008577674
jy kim,3,6.15972283431276,6.507531155768689
k hana,8,5.382215041813165,5.895292390593581
kai jun,19,8.379490682510571,8.032975154621337
kaia kim,5,5.901173529867996,6.3086948392551205
kama,2,5.391658826477727,6.3377711994523835
kana ji,13,6.4789088428739765,6.544827538920718
kang kukjin,4,8.394183480580304,7.461979407281382
kang lee,5,7.846024917575068,7.281120533108657
kang miro,16,6.651781501898816,6.667123084456775
kang rahee,2,6.838553137411823,6.751169574004982
kang yehsine,70,7.922985958711195,7.842534638039932
kang zi,13,6.893651985202263,6.84436425282448
kangnam cho,64,6.953328344277812,6.936146301115815
kangso lee,1,9.119043279039028,7.11668733704171
kangsoo lee,7,7.335199293809077,7.077289649989564
kangyoon lee,1,8.255702435000908,6.972797196368689
kangzi,5,6.429779558895339,6.5729978537687925
kapim lee 이갑임,28,7.084951987224413,7.029082920772569
karis choi,5,6.639821220605132,6.678018684623689
karis kim,218,7.840122554508202,7.814922859309414
kawon oh,11,6.915839397382095,6.853457132150893
kay yoon,2,8.749339538911903,7.297108545862149
kayoung choi,11,6.100040614868023,6.2925954691724675
kee tae kim,17,7.1781955449994115,7.0732002276455095
keetae kim,1,6.712892003711653,6.715662124487147
kelly kim 김서연,3,6.750503821476631,6.729074025955141
kenshi,9,6.090903442946143,6.31422940926618
kentaro hiroki,5,10.583249249596953,8.6497326991196
keunhyung park,10,5.70613578499839,6.042829239546341
keunjoong kim,30,8.20781496218057,7.994729417389382
keunwook ji,11,6.794520706893405,6.770050532439917
keything key,8,6.149575628151336,6.367514289878609
ki hoon kang,5,7.020356564898011,6.8682863567701276
ki yeon seo,1,6.8740544383978515,6.74252253026818
kim bokeun,1,6.045895545036455,6.604496048041281
kim bonghwan,2,8.686291125791671,7.279094713542081
kim byungjong,6,8.907135143932111,7.911262873345809
kim byungkwan,139,6.489612297825502,6.497480487089972
kim chae yeong,1,5.2022306040769735,6.463885224548034
kim chae yun,33,6.558585582226041,6.579326446228173
kim chang young,26,7.975764195075954,7.77261128436084
kim chong hak,2,9.771992685298951,7.589295159115591
kim chun hwan,4,8.00129258559297,7.287361231731457
kim deulnai 김들내,2,7.199188338952492,6.8542082030166025
kim dohee,4,8.841534030762613,7.660801874029076
kim en joong,11,8.083194164042963,7.656013534230239
kim eunsong,1,5.218605486497948,6.4666143716181965
kim geonil,3,7.361598342376416,6.95823447129256
kim greem,6,6.332213759339105,6.506760299931442
kim hak young,5,6.180016653652573,6.448116401147409
kim heejin,2,5.720252165603947,6.431655010631303
kim hongbin,96,6.676873628191167,6.678821277718448
kim hwan,36,7.16494245812811,7.1102197374591025
kim hyejin,3,7.11560861546665,6.865988323701398
kim hyun jung,2,6.143762743119183,6.552658032778514
kim jae hyeon,63,6.461401925960331,6.480138265863413
kim jeongyeon,7,6.523486569017642,6.6037905605278935
kim ji hoon,51,6.9421567056994675,6.921983441676501
kim jisu,3,6.101497955326797,6.485696826148953
kim jung ah,45,6.858965114812705,6.844690218195658
kim junghwa,2,5.718640936569676,6.431194659478655
kim junki,14,7.384419330215704,7.2085763876963735
kim kyoungmin,2,6.119034448717779,6.545592805806684
kim kyuri,2,5.944730947879045,6.495791805567046
kim man su,3,8.041056703349604,7.213031356657505
kim minchae,2,6.345729357136673,6.610362779640654
kim myoungjin,17,7.24964693032457,7.128412661760406
kim nam pyo,4,7.308440163917311,6.979426822097831
kim seoyoon,1,3.9617518250998245,6.257138761385176
kim sieun,2,6.132216559985147,6.549359123311646
kim sohyung,1,8.005873618516963,6.931159060288032
kim soo young,22,6.829436464385548,6.808469739247899
kim soonok,6,7.776742960039998,7.294685318495566
kim sori,2,6.923303295370623,6.7753839048503535
kim sung min,3,7.070274208479912,6.8489879210813704
kim sunggun,23,7.324149457622493,7.2155899381617346
kim sungheun,5,6.884527592862834,6.80037187075254
kim sungho,1,6.458276587525449,6.673226221789446
kim sunwoo,3,6.474387714255151,6.625530485747086
kim syyoung,6,10.200283908723774,8.616616745050353
kim tae joong,1,7.459251942479055,6.840055447615048
kim tae rin,5,6.262575932494773,6.48939604056851
kim tai kyun,3,7.047517221357296,6.84045405091039
kim tschang yeul,14,6.992055429911362,6.919466145366858
kim whanki,23,5.759662933050658,5.930476007263442
kim yohee,8,6.151336027737271,6.368597612700723
kim yong ik,10,6.857995895271154,6.810735979728184
kim yoori,6,6.537984285629156,6.618998768816923
kim young hun,4,7.517731099245773,7.072445015577147
kim young hwan,1,7.415920336074674,6.832833513214318
kim young jin,2,6.728062097860121,6.719600705561639
kim younggyu,22,6.158728696736865,6.26196711375638
kim yujun,15,6.977128417421069,6.911900350226364
kim yurim,2,6.287410601941019,6.593700278156182
kim25,57,7.476268015574547,7.4149735101767815
kimari,1,6.227891298173413,6.634828673564107
kimgari,4,6.072171726701825,6.429974183335393
kimtaeyean,1,6.8071318636085785,6.731368767803301
kingscribbler kingscribbler,2,5.051977586455618,6.240719416588924
kipum bae,10,6.819338109978503,6.784964122866417
kitti narod,2,7.950388165416847,7.06883672486356
kkeu jeokchill,5,6.328052732479978,6.522134440561112
ko byung jun,346,7.093037736659105,7.087669907769976
koh sang woo,1,6.807705841552275,6.731464430793918
kohei nawa,5,7.928171430827375,7.322193789734811
kong mi sook 공미숙,40,7.720763740210904,7.609147341147721
kongsak kampakdee,1,5.372408331754421,6.492248179160942
koo bohnchang,3,8.798454696065097,7.497055603925816
koo ja hyun,36,7.545467752653982,7.444339508262307
kow leong kiang,2,6.667366777139366,6.702259185355708
kowit wattanarach,1,5.99751761882106,6.596433060338716
kris kim,63,6.61673430526484,6.624049146689649
kungang,3,6.09248666116721,6.4823175908391075
kwak seungyong,18,7.739124755731648,7.516753319407866
kwan sun cheol,1,9.100641454719758,7.113620366321832
kwang soo cho,5,7.007109820541155,6.8616629845917005
kwang yeon song,33,7.28764204128003,7.212454423827691
kwon kisoo,1,8.01829613851552,6.9332294802877925
kwon oon,4,6.132526838926921,6.456798677657657
kyejin lee 이계진,8,6.3166828527838925,6.470349505037105
kyeonghoon oh,34,6.3047865406085215,6.357533926253871
kyong seob lee,21,7.253261598358238,7.149983627259009
kyoung bok lee,1,6.454382950128581,6.672577282223302
kyoung ju lee,2,5.299143659947206,6.311338294729377
kyoung soo lee,17,6.9864757910088215,6.925053145016418
kyoungwon kim,8,6.832015966868653,6.787477575243112
kyu bong kim,10,6.184327402180834,6.361623651001305
kyu hak lee,2,8.077544212016875,7.1051670238921405
kyukun kang,13,5.922040835112799,6.142645088870979
kyumin hwang,55,6.585446762373222,6.596344211228975
kyung ah kim,2,6.451698384757913,6.640639644675294
kyung chai ryu,2,8.307303219318047,7.170812454549618
kyung hyun kim,12,7.201195130939562,7.058554253793293
kyung moon,6,6.720521462047408,6.718564501408698
kyung park,4,6.940242386578474,6.815783365502792
kyunghee cho,80,7.102826780288574,7.080084978427025
kyunghee jee,10,6.94624949799269,6.8695717148758755
kyunghee seo,5,6.349589817624361,6.532902983133303
kyunghwa park,7,6.060193948694845,6.333536532006263
kyungme kim 김경미,19,7.021402855709314,6.957822291737009
kyungmin lee,5,7.541869304735645,7.129042726688946
kyuri kim,21,5.798971888806132,5.975365015697692
l gallery,1,6.934670733141802,6.752625246058838
l park,1,6.377655726906436,6.659789411686279
la kitki,10,6.140647224385972,6.332503532471397
lacey kim,256,6.345316686809046,6.3524220404840115
laila lee,11,7.5390898116706975,7.281941791974306
lee,8,3.7287027385467315,4.877746357814237
lee ayoung,2,6.844177790276713,6.752776617680666
lee bae,30,7.4865306365862665,7.37648570973712
lee changheon,9,6.803320260845254,6.77221164934418
lee changhyo,4,7.047527325618841,6.863465560631844
lee dong youb,1,8.853544662383054,7.0724375675990485
lee eu,15,7.285719236545706,7.143343464569841
lee eun,1,7.521082742169391,6.85036058089677
lee haehyun,6,6.469793512586481,6.581803801702739
lee hyo youn,121,7.042736998184306,7.029779821615177
lee jaesam,2,6.544528999043027,6.667162677328184
lee jeoung in,1,5.9828064843648665,6.593981204596016
lee ji hyun,20,6.216384657918258,6.316350956063056
lee jiyoung 이지영,2,6.988439334757967,6.793994201818166
lee k,3,6.7036984848525165,6.711522024721098
lee kang so,2,8.081161907412064,7.106200651147908
lee kiyoung,21,7.991978830198148,7.74663985297586
lee koz,1,6.0499126157246845,6.605165559822653
lee kun yong,2,7.848769059647896,7.0398026946438605
lee kyoungmi,7,8.087035470717701,7.515860753186263
lee lum,1,6.132676816060787,6.618959593212003
lee mijung,1,8.385021418307756,6.994350360253165
lee min ho,12,6.298768645156323,6.421547322652183
lee mong,2,5.748177899739191,6.439633791812802
lee pearl,19,5.886104031450157,6.059044055865175
lee sang heon,1,8.25149002568323,6.9720951281490775
lee sang sun,23,7.229838778151251,7.138120451453214
lee sang yong,30,7.798706641427641,7.644065142458299
lee sara,3,6.67810082901673,6.701922903782678
lee sejun,2,6.813323833856501,6.743961201560604
lee seoung ku,5,6.703673989957778,6.709945069300012
lee seung chul,13,6.752914706060942,6.742720662333527
lee seungmin,2,6.478734351645379,6.648364206643142
lee soo hong,11,8.695237320362413,8.076793204199861
lee soodong,1,6.836208127690088,6.736214811816886
lee sujin b 1983,26,7.329784416924492,7.230821793008001
lee sukju,1,8.257910593486153,6.973165222782897
lee toll,4,6.439546790150256,6.593251989312473
lee ufan,31,8.788983896531382,8.501099487102335
lee wongi,2,6.769785479758683,6.731521671818371
lee woohyun,3,6.201064312435656,6.523034210064775
lee woojun,16,5.782919795214926,6.005133212697621
lee yerim,1,6.923643733180045,6.750787412731879
lee yimchoon,25,7.172472853791817,7.096430069600221
lee youmee,5,6.74758965982655,6.731902904234398
leeeu,7,7.18944469588336,6.992266134532895
leegoc,5,6.1678586957566495,6.442037422199448
leeyunh ee,11,7.064374338423718,6.955574904117008
leo,47,8.142127389576128,8.005020539486331
lightground myungkyu kang,3,8.63158390843042,7.434479058562811
lillodoodle,8,6.073586710036725,6.320751878731157
lim hong,9,6.583311618226531,6.630777521946429
lim won hee,1,6.206765174226836,6.631307652906345
lindsay,2,6.1950248180354945,6.56730433989746
lookha bark,40,6.575404661524992,6.591050382315798
louise yang,5,5.772503643927108,6.244359896284677
lucas dupuy,2,7.043887453306716,6.809836521403524
lucy sson,6,6.77635460890391,6.749018945148609
luke lee,9,7.304069093284399,7.094121613055059
luke park,7,5.56848585650711,6.046706811563417
lynn yang,77,6.504666285418166,6.5175656673220725
mackerel safranski,4,8.397228191929763,7.463332612325587
maeng eun hee,8,7.180110436957862,7.001689556836471
man hee kim,7,7.113766606898496,6.948120582625059
man seop kim,11,5.796950949548664,6.084221324265409
man soo lee 이만수,15,7.44820210629247,7.265205616879913
mannan,5,5.857274609843261,6.2867453792427535
mansoon kim,2,6.1514862733554665,6.554864755703166
mao,3,6.185290447583672,6.517119010745281
margaret kim,3,6.767215256203137,6.73534081397758
maria chang,2,7.93768231077064,7.06520648067893
marina lyu,5,5.308180744659964,6.012198446651105
marina ogai,49,6.449680220601676,6.4743594731980245
mary pakinee,2,8.175289564797817,7.133094267543838
masi lee,4,5.61299337117017,6.225894914210212
matthew anderson,35,6.608100512775863,6.62161496725916
matthew antezzo,1,8.419493510339233,7.000095708925078
matthew stone,4,7.804324411487833,7.199819821018063
max ernst,1,6.471037627369868,6.675353061763516
mee ha,2,6.594190089652521,6.6813515603594675
meeya seo,16,6.789517418942275,6.772064735537506
melody park,23,6.614364635909524,6.632552406040368
mi rang park,4,7.366162376635209,7.005081138861341
mi young um,7,6.803593023484433,6.767185992300189
mia kim,214,6.771396897093824,6.770137062654291
miae kim,45,7.1876560077789,7.140512021865233
michelle sakhai,21,7.583926140132952,7.417058834077047
mihee hong,108,7.0343121927836325,7.020237146582687
mihyun kim,59,6.3890867310207895,6.414643716772465
mijeong choi,10,6.166285461839385,6.349595690773672
mikyung lee 이미경,17,7.668602171660929,7.452150802793046
mimi an,1,5.875238787449911,6.57605325511019
min ahn,2,6.8369235615617825,6.750703980904971
min byung hun,1,8.502804453964139,7.013980866195895
min joo kim,2,7.053786834370891,6.812664915993287
min kim,10,6.681433130689438,6.693027470007041
mina lee,4,6.11532186993411,6.449152024771964
minchae kang,7,6.351339317992602,6.5033713307632866
mingyoung ji,4,7.10510834833546,6.889057126283674
minhee hur,7,7.406618323847804,7.118950750845488
minhee jung,9,6.59536640748025,6.63852702932382
minho kwon,2,8.20070836424412,7.140356781671353
minhui jeong,12,6.749892277071961,6.739987533416162
minhyeok jang,4,7.057023043176106,6.867685879546183
minjae kim,4,5.3781667548221845,6.121527529166664
minjae p,2,7.61123142674433,6.971934799528555
minji ku,8,6.433640771274416,6.542323608723581
minji ryu,5,5.867034468729805,6.291625308686025
minju kang,24,6.59770525960966,6.61813817151183
minjung yoo,1,4.630594022654119,6.368612460977559
minki kang,4,8.27898109289191,7.410778346086541
minkyeong ju,4,6.540070488822995,6.637929188722579
minkyung jo,4,7.021459220787788,6.851879736262487
minkyung kim,1,7.2869971919911976,6.811346322533738
minkyung sin,12,5.968707559985365,6.188563027237389
minseo park,2,6.878477929036287,6.762576657326258
minseok jang,8,7.182825424573789,7.003360318446273
minseok kang,28,6.51446654068755,6.5450346631049285
minsong kim,30,6.58555101415863,6.604217461942004
minsoo kang,5,6.257167712840987,6.486691930741617
minyoung kim,5,7.826654849772764,7.271435499207504
minzo king,41,7.858447437573624,7.734291862689778
mira park,8,6.722876171854797,6.720314624465354
mira song,1,6.8555913959249635,6.739445356522698
miran park 박미란,10,8.01913150262692,7.584826384632028
miran yoon,3,9.978710973773715,7.939651708066547
miro kim,3,6.262351142077098,6.546016771180316
mirza cizmic,2,6.814291558687804,6.7442376943695495
miseon jeon 전미선,6,7.660772717049296,7.231428822318819
miseon kang,1,6.581027411411357,6.693684692437098
miseon yoon,1,6.6389537435545165,6.703339081127624
misol lee,6,6.190891571804875,6.429675470367315
misoung lim,4,5.461199964913909,6.158431178096318
mit jai inn,2,7.604631760782086,6.9700491806822
miyoun leone,5,7.063248781624306,6.889732465133276
moah son 손모아,6,6.9763926671349745,6.858130613274643
molly kim,19,6.539188477789892,6.5760692425507985
momo kim,35,6.789006526205794,6.7799077290103495
mond,7,6.569308708057207,6.630520141634307
mooa kang,3,6.938155288097321,6.799443325937899
mooa 무아,23,6.623629522733134,6.640162848788333
moohyun jo,3,6.4420550452964545,6.613405734887574
moon beom,3,7.949244868733784,7.178601918676573
moon eunchae,5,6.006642558357573,6.36142935349991
moon kyuhwa,4,8.225256808625748,7.3869008864126915
moonhee cho,8,5.634922624498718,6.0508047491693056
moonsun kim,3,6.434794771863567,6.610683132350242
morae shin,1,5.842267959322971,6.570558117089033
mori ju,11,6.036984073211344,6.249244096783501
mothfly,1,5.486452893207412,6.511255606069774
mu ri,1,6.311722415705027,6.648800526486043
muhamad zaim,3,5.418467967678499,6.229560580780841
muklay,2,6.922545364454773,6.7751673531601115
munja lee,10,6.7575079682482375,6.743744028379573
myeonghyeon an,28,6.3283060546816365,6.387080311342335
myeongjin choi,20,6.131089352694273,6.2481147118838685
myonghi kang,3,9.280734785388422,7.6779106374220625
myoung jo,6,5.920005306917557,6.281919325883325
myoung sung jang,10,7.198190689958388,7.037532509519674
myung soon lee,1,7.297009056688445,6.813014966649946
myung sun ju,9,7.7111808640418165,7.355836322827685
myungmi lee,1,7.700492618738572,6.880262226991634
myungsoo yi,12,6.860558557982329,6.818104908176422
n5bra,2,7.113487975980995,6.829722385024746
na hyun kim,2,5.9582985369979955,6.499668259601031
na ri kim,3,7.70760579801482,7.0879872671569615
nahwoe park,12,5.590061249817399,5.92128327888353
nahyun hwang,4,7.063853704632702,6.870721729082449
nahyun lee,4,7.076819114166176,6.876484133319548
nakjin sung,22,6.338936977994138,6.408803491077121
nakrob moonmanas,5,6.585956114386118,6.651086131514182
nam han wool,2,7.0660451621332445,6.816167295353959
nam hijo,2,8.155852583763064,7.127540844391051
nam jeeyeon,17,6.440104960078591,6.502857502933967
nam jong hyun,25,7.472648124018404,7.346576128122377
nam june paik,25,9.671685938478802,9.179107640172708
nam kim,5,7.877558467746947,7.296887308194596
nam kyoung kim,15,6.5242690775927485,6.572255845355123
nam kyung min,2,7.725907238653537,7.004699317216901
nam sang woon,22,7.766411039172159,7.571930503888842
nam tchun mo,5,8.460840254865104,7.588528201753675
nam young hwa,16,7.458140586008349,7.281491910444991
namjoo kim,15,7.272805929017894,7.133658483923982
nampyo kim,5,7.251437357203763,6.983826752923005
namyoung kim,6,7.24193846416779,7.002973775292543
nara park,11,6.435602692284401,6.523294397396228
nari choi,1,7.302140689906656,6.8138702388529815
nari gu,4,5.399576867905754,6.131043134981583
naru h,6,7.872815665533082,7.347088612400884
naryoung kim,3,5.959888687593307,6.432593350748894
natagon khamkayprong,2,5.09494944292102,6.2529970898647536
nattiwut choomanowat,1,5.951064191081134,6.58869082238206
nature haan,12,5.8766694115554765,6.12359492246335
nedo yoo,13,6.480864693122881,6.546240097433816
nelin mu,2,6.061399110687779,6.529125566369542
niam mawornkanong,3,7.173479277831467,6.887689822088204
nina park,2,6.150431505901431,6.554563393573441
noel park,94,6.371457453382712,6.388869508698851
noh jun,28,8.879592575598146,8.551808268483615
nohvan 노반,6,6.474799839974004,6.584534525732296
none z,65,6.077521477694639,6.123142525619468
nonsenso,10,6.065250153575942,6.282238818598044
oh gil suk 오길석,11,6.902975055809147,6.84461289731949
oh jieun,7,6.987188172630047,6.87428316263513
oh wonbae,24,8.944886834519306,8.560633267988779
oh you kyeong,1,8.268074153698766,6.974859149484999
ohsamchil,10,5.767941847018249,6.084033280892915
ok young choi,1,5.736034314657212,6.55285250964474
orkis studio,4,6.343411742266743,6.550525301364244
oseong lee,7,6.464797572668962,6.5695553126578305
ouchul hwang,120,7.90539636199405,7.857829153459979
pablo daniel,5,8.399620217728906,7.557918183185576
pakpoom silaphan,9,9.766111707446292,8.676863293587704
panchat yodmanee,1,6.498253485641115,6.679889038142058
panmook kim,22,6.941155313320831,6.899499912454426
park hojung,15,6.067168853182921,6.229430677047753
park hyung jin b 1974,6,7.299059635281226,7.034130777718053
park ki ill,2,7.101806546991768,6.826384833884966
park kyoungho,37,6.479209162177943,6.5074242796141695
park kyung ryul,5,7.844924099808379,7.280570124225312
park kyunghwa,11,5.980447622886999,6.210375287185514
park sangnam,35,7.696738291166752,7.574173023351188
park sebin,11,6.3104758472401254,6.4372696914282885
park seo bo,21,8.190139451021848,7.906692662102694
park seo yeon,5,6.47570939265651,6.595962770649379
park shiny,2,6.3383758938029935,6.608261790116745
park sung nam,3,9.22056826215944,7.655348191211194
park sungsu,1,7.203019178712449,6.797349986987281
park taehong,9,6.577892451748598,6.627293772067758
park young hak,10,7.576421459422961,7.28968635582939
parkha,9,5.978526136233528,6.241986854950928
paul gadd,15,7.871040222342954,7.582334203917776
pawarest doe choksaen,1,5.644342047238062,6.537570465074882
pawarisa wangkhomfu,1,5.533530014646001,6.519101792976206
peter ravn,2,6.1172360600259355,6.545078980466157
phatcharaphan raiva,6,7.912148459077837,7.368542863425295
phi long le,3,9.18590505229048,7.642349487510334
phil yong song,29,7.826870908097105,7.663539325824331
pilgrim studio,3,4.5836639807671276,5.916509085689077
pilhyun yun 윤필현,39,6.272783499806948,6.323173573538231
pogoby official,27,5.617476922386624,5.789154926489065
pollawat samidee,1,5.335462610095851,6.486090558884514
prae pupityastaporn,1,8.021152961117824,6.933705617388175
praiva raiva,6,8.972422727667215,7.946874282655866
purume hong,3,7.879263147697365,7.152358773287916
qwaya,11,6.62949170275718,6.656593092096263
r dam,2,5.702387493623115,6.4265508186367795
rachata siriyakul,1,6.13931724070029,6.6200663306519205
rahee kang,57,7.119906908888183,7.087351202416737
rakeum rhee,10,6.765083487423244,6.748794374496244
ranyoung lee,2,6.0583328145460325,6.528249481757614
rhee gyeol,2,6.077012354955656,6.53358649330322
richard prince,3,10.986108258457646,8.317425689823022
rike seo,2,5.659777418281533,6.414376511396328
rimm chae,17,8.987196820661973,8.4710648497484
rirkrit tiravanija,2,8.51475212170321,7.2300835695168075
rizal hasan,1,5.377641867655022,6.493120435144376
ro un lee,13,5.309033080988102,5.699917266447587
ro z,1,6.265751572933814,6.6411387193575075
rodel tapaya,3,7.847946386068209,7.140614987676982
roger shepherd,12,5.908321489718408,6.145937565872479
roh jungyun,1,6.973744126697353,6.759137478318098
rokkan kim,8,6.853156029171197,6.80048684435237
ronnie kim,6,6.088726633477396,6.37394914037051
ros kamolros,3,7.696521806144355,7.083830770205537
rosa cho,6,6.849094911314709,6.7886954737363165
rouge ame,4,5.470147302594712,6.162407772621119
rreonsu choi,21,5.9453430179710605,6.093587850792442
ruis luiz,10,6.2986125195659834,6.437813729258071
ryan lee,2,7.592934289892905,6.966707046142434
ryu ayoung,8,6.334744444420764,6.481464330659795
ryu hoimin,24,6.92098170856301,6.885677301680119
ryu seung ju,10,5.524015375427389,5.921415633165675
s meya,5,7.516067361975049,7.116141755308647
sa hara,31,6.079853552433816,6.168237246351654
sabin son,5,6.247277155590789,6.4817466521165175
saebyeok jo,9,5.229998122570559,5.760790274739018
saehyun paik,1,7.219884623022603,6.800160894372305
saerom jeong,6,6.263446265311935,6.469250757734804
saewon lee,6,6.090404494962886,6.374864337544414
saeyeon kim,4,6.257827665911835,6.512487934095397
sahapap lertsamatijit,1,5.97981711727442,6.593482976747609
sambypen,7,7.316776703293078,7.066543138855231
samuel almansa,18,7.108425974444288,7.023162968835149
sang eun lee,2,5.394698192974282,6.33863958987997
sang geun cho,52,6.71135768652482,6.711783867412312
sang ha yoon,9,6.192430508915942,6.379496808818193
sang ho byeon,5,7.158146849695134,6.93718149916869
sang min lee,3,6.377925980546674,6.589357335606406
sang oktabu kim,11,10.737795696384941,9.481052087715348
sang sam park,11,8.277224188299533,7.789409175906631
sangduck kim,3,6.076261526661245,6.476233165399371
sanggyun lee,9,5.82878578803636,6.145725202538462
sanghee ahn,190,6.5250536990531645,6.52995530032468
sanghee cho,39,6.6232334791156715,6.633799691561873
sanghee jung,7,5.959164883089352,6.2746029104030585
sangho lee,12,6.807204091299451,6.780442931694391
sanghwan byun,17,6.40065895645615,6.472376500134808
sangjin lee,3,7.90595725829774,7.162369064763057
sangjun lee,5,6.343853395772426,6.530034772207335
sangjune won,5,6.752928123566761,6.734572136104504
sangmyun lee 이상면,10,6.47570939265651,6.5558783113184225
sangsun lee,5,7.124478262493422,6.920347205567834
sangun ho,20,7.51679111692343,7.356676123267193
sangwon chun,9,6.649517676985386,6.673338559719979
sangyong lee,3,7.747084969720165,7.102791956546466
sangyoon yi,4,6.213067169988417,6.4925943803516555
sarah soh,6,6.878001565127194,6.804462739452219
se rin park,28,6.190118007311332,6.269829846906925
see ji ui,2,5.6417893803951795,6.409237072000228
sehee kim,11,6.756368940929028,6.743821193339409
sejeong kang,6,8.394075271342576,7.631412033751517
sejin hong,19,6.382041042722394,6.451660856455696
semi cho,1,6.065994080353654,6.607845803927481
semi yh,15,6.93822942756158,6.882726107831746
sena hwang,1,6.136757412669772,6.619639692646834
seo buwon,38,6.434345997226579,6.467121596228401
seo gi hwan 서기환,83,7.186779288690804,7.160042746642591
seo hyun kim,3,6.213608598089108,6.527738317184819
seo in jung,9,6.37811463798408,6.498865177504854
seo jiin,16,7.695858322572398,7.462610185922363
seo sook yang,2,7.940124547014838,7.065904262462987
seo yeon lee,4,5.8633580013392965,6.3371680831742685
seo yeon lim,1,5.59123048841737,6.528718538604767
seo yeongyeong,93,7.591938383638014,7.547258677770883
seo young park,2,5.468807736223277,6.359813745093969
seobo park 박서보,1,9.935035910271054,7.252686108913714
seohyun kim,3,6.213608598089108,6.527738317184819
seohyun lim,2,6.0416664655367,6.523487667754948
seohyun oh,5,6.605684469078257,6.660950308860251
seok cheol ji,1,8.460996659789782,7.007012900500169
seok cho,1,6.185049296180647,6.627688339898647
seok gyu i,5,6.8579545033067815,6.787085325974513
seok ho kim,12,6.872164333879434,6.8262972205743795
seok young kim,22,7.236998435634022,7.140557271376286
seokgyeom kim,5,6.602150081995232,6.65918311531874
seokwoo chung,8,6.701916443308986,6.707416329975624
seokyoung lee,49,6.4209445314200195,6.448284495977633
seokyung cho,11,6.651484920848487,6.671713429534037
seon wha jo,14,6.765144138559847,6.752268351739426
seon yoo,31,7.047075232399823,7.0011225818779375
seong joon hong,4,7.783125811447997,7.190398221000357
seongbin gam,15,7.6790802406061065,7.438364217615141
seongeun moon,14,6.8756669644306365,6.833706223433691
seonggwang yun,11,5.749029241152018,6.051275149742715
seonghee huh,3,6.64864266660369,6.6908760928777875
seongse yi,10,7.016331490748907,6.916293043380021
seongyeon jo,41,7.270660772671505,7.210395052668325
seonmi kang,128,6.8063399268586355,6.802951814895613
seontae hwang,11,8.372253689477756,7.854741957966659
seonyoung park,5,5.956567805434755,6.336391977038501
seoyeon kim,2,6.3426857494696405,6.609493177450074
seoyoung jo,25,6.061050479796462,6.170244757937426
seula yi,33,6.913581743719455,6.887612586472454
seund ja rhee,11,7.70971959806782,7.399249770122328
seung eui hyun,3,6.557380137191933,6.6566526443483784
seung ha,5,6.796460871305888,6.756338509974067
seung lee,5,7.283515232676386,6.999865690659317
seung wan ha,39,6.6544746332476885,6.661490714542524
seung yean cho,73,6.338959761804464,6.3631428635248355
seungcheol ok,5,7.779885115070524,7.248050631856385
seunghan lim,5,6.516241417507537,6.616228783074891
seunghee ku,1,6.621514789900383,6.700432588851935
seungho jang,64,6.67848938535025,6.681223208777207
seunghun sim,6,4.743829794979533,5.640369046644403
seunghwan kim,139,6.643045804075282,6.645586441039413
seunghwan yoo,1,10.316811216924071,7.316315326689217
