,,,,,,,,,,,,,
,idx,재료(지지체),도구(매체),건수,,idx,수집 재료,건수,난트 기준 재료(지지체),난트 기준 도구(매체),비고,비고2,비고3
,,,,,,3519,Fishing lures on canvas,1,캔버스,기타,분류 미매칭,,
,,,,,,3520,Etching and aquatint with hand-coloring in acrylic on Rives BFK paper,1,종이,"에칭, 아쿼틴트, 아크릴릭",,,
,,,,,,3521,Gouache and archival pigment print on paper,1,종이,수채,,,
,,,,,,3522,Monotype in watercolor and crayon on Lanaquarelle paper,1,종이,수채,,,
,,,,,,3523,Black and white photograph,1,기타,사진/디지털,,학습 제외,
,,,,,,3524,silver gelatin print,1,종이,젤라틴 실버 프린트,분류 미매칭,,
,,,,,,3525,"Monotype with collage, engraving and relief on hand-painted Twinrocker paper",1,종이,"인그레이빙, 릴리프(모노타이프)",,,
,,,,,,3526,Screenprint on Saunders Waterford 425gsm paper,1,종이,실크스크린,,,
,,,,,,3527,Porcelain with magenta chromatic coating,1,없음,도자,,,
,,,,,,3528,Oil and acrylic with diamond dust on wood,1,패널,"유채, 아크릴릭, 혼합재료",,,
,,,,,,3529,screenprint on paper,1,종이,실크스크린,,,
,,,,,,3530,"Oil, watercolor, and ink on linen",1,캔버스,"유채, 수채, 잉크",,,
,,,,,,3531,Screenprint on 330gsm,1,종이,실크스크린,,,
,,,,,,3532,Fine art pigment print on cotton paper,1,종이,기타,분류 미매칭,,
,,,,,,3533,"brass, wood",1,목재,기타,분류 미매칭,,
,,,,,,3534,tin,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3535,screen print on paper,1,종이,기타,분류 미매칭,,
,,,,,,3536,Anodised aluminium with corian base,1,금속,조각,,,
,,,,,,3537,monotype woodcut print and handmade paper pulp collage with frame,1,종이,목판(모노타이프),,,
,,,,,,3538,"printed on paper, color on paper",1,종이,채색,,,
,,,,,,3539,gouche on paper mounted on wooden panel,1,종이,기타,분류 미매칭,,
,,,,,,3540,"O.P white earthenware clay, engraving accentuated with glaze, black patinated ground",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3541,"A.R. white earthenware clay, decoration in engobes, knife engraved on enamel",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3542,aqua marine and coral pink neon,1,기타,수묵,,학습 제외,
,,,,,,3543,"acrylic, watercolor and paper collage on canvas",1,캔버스,"아크릴릭, 수채, 콜라주",,,
,,,,,,3544,color and collage on paper,1,종이,혼합재료,,,
,,,,,,3545,rubber print on hemp cloth,1,캔버스,실크스크린,분류 미매칭,,
,,,,,,3546,acrylic on hemp cloth,1,캔버스,아크릴릭,,,
,,,,,,3547,mixed media with Korean paper mounted on hemp cloth,1,종이,혼합재료,,,
,,,,,,3548,brushes and guitar with acrylics on the wood,1,목재,아크릴,,학습 제외,
,,,,,,3549,"1) jamaican dogwood high gloss, 2) oak burnt",1,목재,기타,분류 미매칭,,
,,,,,,3550,"1) oak natural, 2) pine opal",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3551,1) acrylic on cloth 2) acrylic and decollage on paper,1,종이,아크릴,,학습 제외,
,,,,,,3552,"oil, acrylic on canvas speaker",1,캔버스,유화,,학습 제외,
,,,,,,3553,"uni posca 3m on the canvas, speaker",1,캔버스,기타,분류 미매칭,,
,,,,,,3554,"acrylic, oil on canvas speaker",1,캔버스,유화,,학습 제외,
,,,,,,3555,"F.R.P, urethane paint, acrylic on canvas speaker",1,캔버스,아크릴,,학습 제외,
,,,,,,3556,"acrylic and paint on canvas, speaker",1,캔버스,아크릴,,학습 제외,
,,,,,,3557,"acrylic on fabric over aluminum pannel, canvas speaker",1,캔버스,아크릴,,학습 제외,
,,,,,,3558,printed transfer paper on vornado,1,종이,기타,분류 미매칭,,
,,,,,,3559,paint marker on vornado,1,기타,연필/드로잉,,학습 제외,
,,,,,,3560,mixed media on terracotta,1,기타,혼합재료,,학습 제외,
,,,,,,3561,pre-pasted paper on vornado,1,종이,기타,분류 미매칭,,
,,,,,,3562,acrylic and collage on vornado,1,기타,아크릴,,학습 제외,
,,,,,,3563,stoneware,1,없음,도자,,,
,,,,,,3564,PLA,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3565,"wood, iron, glass",1,목재,기타,분류 미매칭,,
,,,,,,3566,"white oak, stainless metal pipe",1,없음,조각,,,
,,,,,,3567,"metal, acrylic pannel",1,기타,아크릴,,학습 제외,
,,,,,,3568,"mother-of-pearl, wood, resin",1,없음,조각,,,
,,,,,,3569,"pencil, printed paper, blade, scalpel, sticky note, cigarette, cigarette pack, Bisodol box, aluminum pill foil and pills collaged on aquatint",1,종이,유화,,학습 제외,
,,,,,,3570,ultra chrome pigment printed on Korean paper,1,종이,기타,분류 미매칭,,
,,,,,,3571,gouche on paper,1,종이,기타,분류 미매칭,,
,,,,,,3572,oriental ink on Japanese paper mounted on canvas,1,캔버스,수묵,,,
,,,,,,3573,color on paper map,1,종이,채색,,,
,,,,,,3574,water-solube charcoal on wooden panel,1,목재,목탄,,,
,,,,,,3575,oil pastel and styrofoam on paper,1,종이,"오일 파스텔, 스티로폼",,,
,,,,,,3576,gouache on skateboard,1,목재,수채,,,
,,,,,,3577,tufting on cotton mounted on wooden panel,1,목재,기타,분류 미매칭,,
,,,,,,3578,tufting on cotton mounted on canvas,1,캔버스,기타,분류 미매칭,,
,,,,,,3579,ink and oil pastel on cotton mounted on wooden panel,1,캔버스,"잉크, 오일 파스텔",,,
,,,,,,3580,paper on canvas,1,캔버스,기타,분류 미매칭,,
,,,,,,3581,mixed media on digital print,1,종이,"디지털 프린트, 혼합재료",,,
,,,,,,3582,"lithograph, print on paper(book)",1,종이,석판,,,
,,,,,,3583,"color on silk mounted on wooden panel, Narce(mother-of-pearl) and color on silk mounted on wooden panel",1,비단,채색,,,
,,,,,,3584,color on lacquer hanji,1,칠한지,채색,,,
,,,,,,3585,acrylic on globe,1,기타,아크릴,,학습 제외,
,,,,,,3586,acrylic on resin and wood,1,목재,아크릴,,,
,,,,,,3587,"pencil, watercolor on Korean paper",1,종이,수채,,,
,,,,,,3588,gouache and Chinese ink on Korean paper mounted on canvas,1,캔버스,수채,,,
,,,,,,3589,"embroidery on silk, mixed media",1,비단,혼합재료,,,
,,,,,,3590,"silver, ink and color on paper",1,종이,수묵,,,
,,,,,,3591,ultrachrome ink printed on paper,1,종이,수묵,,,
,,,,,,3592,mixed media on hardboard,1,목재,혼합재료,,,
,,,,,,3593,monoprint,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3594,"polycoat, pigment and acrylic on canvas",1,캔버스,"아크릴릭, 안료",,,
,,,,,,3595,"giclée print, gold and copper foil stamping",1,종이,"지클레이 프린트, 금박",,,
,,,,,,3596,photogravure on Arches paper,1,종이,포토그라비아,,,
,,,,,,3597,"paper, guashu, cut out, 2 layer",1,종이,기타,분류 미매칭,,
,,,,,,3598,"steel powder, gold leaf, wood, poly, pv adhesiv",1,목재,기타,분류 미매칭,,
,,,,,,3599,"mdf board, acrylic",1,패널,아크릴릭,,,
,,,,,,3600,"hardboard, acrylic, mixed media",1,종이,"아크릴릭, 혼합재료",,,
,,,,,,3601,"fomex, cement, acrylic",1,기타,아크릴,,학습 제외,
,,,,,,3602,acrylic on sand,1,기타,아크릴,,학습 제외,
,,,,,,3603,"silk, cotton",1,비단,기타,분류 미매칭,,
,,,,,,3604,"lithograph, oil pastel",1,종이,"석판, 오일 파스텔",,,
,,,,,,3605,"print on paper, screenprint",1,종이,실크스크린,,,
,,,,,,3606,"print on paper, offset print",1,종이,오프셋 프린트,,,
,,,,,,3607,silk,1,비단,기타,분류 미매칭,,
,,,,,,3608,hemp cloth,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3609,"embroidered on silk, colored on straw",1,비단,기타,분류 미매칭,,
,,,,,,3610,aquiatint,1,종이,아쿼틴트,분류 미매칭,,
,,,,,,3611,"ink, oil and oil pastel on paper",1,종이,"유채, 오일 파스텔, 잉크",,,
,,,,,,3612,"chrome, steel, teak",1,금속,기타,분류 미매칭,,
,,,,,,3613,oil and collage on board,1,보드,"유채, 콜라주",,,
,,,,,,3614,"acrylic, oil pastel on canvas",1,캔버스,"아크릴릭, 오일 파스텔",,,
,,,,,,3615,"acrylic, oil pastel on wood panel",1,패널,"아크릴릭, 오일 파스텔",,,
,,,,,,3616,"acrylic, oil pastel on large frame",1,패널,"아크릴릭, 오일 파스텔",,,
,,,,,,3617,"acrylic, oil pastel, spray on canvas",1,캔버스,"아크릴릭, 오일 파스텔, 스프레이",,,
,,,,,,3618,screenprint and inkjet in colors,1,종이,실크스크린,,,
,,,,,,3619,gouache and charcoal on paper,1,종이,수채,,,
,,,,,,3620,oil and charcoal on paper,1,종이,"유채, 목탄",,,
,,,,,,3621,digital C-print,1,종이,디지털 C-프린트,,,
,,,,,,3622,dyed polyester on canvas,1,캔버스,기타,분류 미매칭,,
,,,,,,3623,acrylic on sandblasted canvas,1,캔버스,"샌드블라스트, 아크릴릭",,,
,,,,,,3624,silkscreen with collage,1,종이,실크스크린,,,
,,,,,,3625,lithograph and artist’s book in a box,1,종이,석판,,,
,,,,,,3626,"etching, aquatin",1,종이,"에칭, 아쿼틴트",,,
,,,,,,3627,"pencil, chalk, acrylic and paper on Tycore",1,종이,"아크릴릭, 연필, 초크",,,
,,,,,,3628,earthenware square plaques with engraving enhanced with oxides under partial brushed glaze,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3629,"bronze, glass",1,없음,조각,,,
,,,,,,3630,white earthenware clay,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3631,"polyester fabric, stainless steel wire, display case with LED lighting",1,금속,조각,,,
,,,,,,3632,thread embedded in cotton paper,1,종이,기타,분류 미매칭,,
,,,,,,3633,ink on aluminum,1,금속,수묵,,,
,,,,,,3634,butterflies and household gloss on canvas,1,캔버스,기타,분류 미매칭,,
,,,,,,3635,"graphite, printed paper, receipt, ink, cigarette, cigarette pack, Paracetamol box, aluminum pill foil and pills collaged on aquatint",1,종이,유화,,학습 제외,
,,,,,,3636,gelatin silver print and dye-transfer print,1,종이,"젤라틴 실버 프린트, 다이 트랜스퍼",분류 미매칭,,
,,,,,,3637,lithograph and screenprint on four sheets,1,종이,"석판, 실크스크린",,,
,,,,,,3638,"UV resistant urethane, cast resin and aluminum oxide",1,금속,조각,,,
,,,,,,3639,"lithograph, drypoint",1,종이,"석판, 드라이포인트",,,
,,,,,,3640,etching and collage on paper,1,종이,에칭,,,
,,,,,,3641,"acrylic on linen, speaker",1,캔버스,아크릴,,학습 제외,
,,,,,,3642,"gouache on canvas, speaker",1,캔버스,수채,,,
,,,,,,3643,collage and mixed media on paper,1,종이,혼합재료,,,
,,,,,,3644,pencil and color pencil on paper,1,종이,"펜, 색연필",,,
,,,,,,3645,continous computer animation on LCD screen,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3646,4-color offset print with black tinted ground on white lightweight cardboard,1,보드,오프셋 프린트,,,
,,,,,,3647,ink and color pencil on paper,1,종이,수묵,,,
,,,,,,3648,"silkscreen, cords",1,종이,실크스크린,,,
,,,,,,3649,"offset lithograh, 80# classic linen solar white cover",1,캔버스,오프셋 프린트,,,
,,,,,,3650,archival pigment prints,1,종이,디지털 피그먼트 프린트,분류 미매칭,,
,,,,,,3651,UV print on canvas,1,캔버스,기타,분류 미매칭,,
,,,,,,3652,injection molded and rotomolded plastic,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3653,wood branches on panel,1,목재,기타,분류 미매칭,,
,,,,,,3654,"synthetic crystal, acrylic paint on canvas",1,캔버스,"아크릴릭, 크리스탈",,,
,,,,,,3655,screenprint Arches 100% Rag paper,1,종이,실크스크린,,,
,,,,,,3656,offset lithograph print,1,종이,오프셋 프린트,,,
,,,,,,3657,lithograph on black paper,1,종이,석판,,,
,,,,,,3658,"tapestry, stainless steal and oil on canvas",1,캔버스,유화,,학습 제외,
,,,,,,3659,"lithograph, serigraph",1,종이,"석판, 실크스크린",,,
,,,,,,3660,gelatin silver prints,1,종이,젤라틴 실버 프린트,분류 미매칭,,
,,,,,,3661,Diasec-mounted Giclee print on aluminium composite panel,1,종이,"지클레이 프린트, 디아섹",,,
,,,,,,3662,"photo collage, acrylic on canvas",1,캔버스,"아크릴릭, 콜라주",,,
,,,,,,3663,oil on aluminium lining paper,1,종이,유채,,,
,,,,,,3664,graffiti mix with ultra chrome ink printed on canvas,1,캔버스,수묵,,,
,,,,,,3665,painted resin and wooden box,1,없음,조각,,,
,,,,,,3666,"white earthenware clay, decoration in engobes engraved by boring-rod under partial brushed glaze, grey patina green, black, red, white",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3667,lithograph on wove paper,1,종이,석판,,,
,,,,,,3668,cast iron,1,금속,조각,,,
,,,,,,3669,color and crayon on paper,1,종이,"오일 파스텔, 채색",,,
,,,,,,3670,laser cut hand painted heavy cotton paper,1,종이,기타,분류 미매칭,,
,,,,,,3671,"crayon, oil pastel on canvas",1,캔버스,오일 파스텔,,,
,,,,,,3672,"collagraph, chine colle",1,종이,콜라래프,,,
,,,,,,3673,"collagraph, chine collé",1,종이,콜라그래프,,,
,,,,,,3674,etching on Meirat Velasquez handmade papers and Japanese Kozo paper,1,종이,에칭,,,
,,,,,,3675,"Red and black lacquered, mixed media on wood",1,목재,혼합재료,,,
,,,,,,3676,oil on film,1,기타 ,유채,,,
,,,,,,3677,bronze and wooden plate,1,없음,조각,,,
,,,,,,3678,"ink on paper, printed on paper",1,종이,수묵,,,
,,,,,,3679,ink on Korean paper mounted on canvas,1,캔버스,수묵,,,
,,,,,,3680,oil on poster,1,인쇄물,유채,,,
,,,,,,3681,screenprint on lenox museum board,1,보드,실크스크린,,,
,,,,,,3682,woodcut print on hemp cloth,1,캔버스,목판,,,
,,,,,,3683,mixed midea on the gel stone treated canvas,1,캔버스,혼합재료,,,
,,,,,,3684,"pencil, watercolor on paper",1,종이,수채,,,
,,,,,,3685,watercolor pencil on paper,1,종이,수채,,,
,,,,,,3686,"pencil, crayon on paper",1,종이,"연필, 오일 파스텔",,,
,,,,,,3687,"charcoal, watercolor on paper",1,종이,수채,,,
,,,,,,3688,mixed media on iron,1,금속,혼합재료,,,
,,,,,,3689,gold and color on paper,1,종이,채색,,,
,,,,,,3690,"pencil, watercolor, oill on paper",1,종이,수채,,,
,,,,,,3691,"gold plated porcelain, custom made wood box with foil print",1,목재,유화,,학습 제외,
,,,,,,3692,acrylic on wooden sculpture,1,목재,아크릴,,학습 제외,
,,,,,,3693,printed on 80 lb classic linen solar white cover,1,캔버스,기타,분류 미매칭,,
,,,,,,3694,screenprint on maple wood skateboard deck,1,종이,실크스크린,,학습 제외,
,,,,,,3695,plastic and quartz clock mechanism,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3696,polymer gravure,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3697,"ceramic washbasin, handmade woollen crochet, ornaments, polyester",1,없음,도자,,,
,,,,,,3698,diasec mounted chromogenic print of Gerhard Richter's painting,1,종이,"크로모제닉 프린트, 디아섹",분류 미매칭,,
,,,,,,3699,foil block print,1,종이,포일블록 프린트,,,
,,,,,,3700,"resin, aluminum oxide",1,금속,조각,,,
,,,,,,3701,oil on Korean paper mounted on hemp cloth,1,한지,유채,,,
,,,,,,3702,print on polyester,1,섬유,디지털 프린트,분류 미매칭,,
,,,,,,3703,Oil on paper,1,종이,유채,,,
,,,,,,3704,Pastels on cardboard,1,보드,파스텔,,,
,,,,,,3705,7 Chromogenic prints,1,종이,크로모제닉 프린트,분류 미매칭,,
,,,,,,3706,Digital C-Print,1,종이,디지털 C-프린트,,,
,,,,,,3707,Acrylic and silkscreen ink on canvas,1,캔버스,"실크스크린, 아크릴릭",,,
,,,,,,3708,Lithograph in colors on Arches Cover paper,1,종이,석판,,,
,,,,,,3709,"Syringe needle, synthetic resin, butterflies, paracetamol pills and household gloss on canvas",1,캔버스,조각,,,
,,,,,,3710,"Acrylic, solvent transfer and printed paper collage on paper",1,종이,"아크릴릭, 콜라주",,,
,,,,,,3711,Archival pigment print on Epson hot-pressed paper,1,종이,기타,분류 미매칭,,
,,,,,,3712,Screenprint,1,종이,실크스크린,,,
,,,,,,3713,Six aquatints in colors on Cartiere Magnani Corona paper,1,종이,아쿼틴트,,,
,,,,,,3714,Screenprint in colours on 4-ply Museum Board,1,보드,실크스크린,,,
,,,,,,3715,Screenprint in colors on wove paper,1,종이,실크스크린,,,
,,,,,,3716,Complete set of three porcelain multiples with chromatic coating,1,없음,도자,,,
,,,,,,3717,"ink, graphite and oil bar on wood pannel",1,패널,"오일스틱, 흑연, 잉크",,,
,,,,,,3718,"ink, graphite and pigment on Korean paper",1,종이,수묵,,,
,,,,,,3719,oil pastel and acrylic on panel,1,패널,"오일 파스텔, 아크릴릭",,,
,,,,,,3720,spray and acrylic on canvas,1,캔버스,"아크릴릭, 스프레이",,,
,,,,,,3721,"spray, oil pastel and acrylic on canvas",1,캔버스,"스프레이, 오일 파스텔, 아크릴릭",,,
,,,,,,3722,"pen, color on paper",1,종이,채색,,,
,,,,,,3723,"offset lithograph, silkscreen on canvas",1,캔버스,"오프셋 프린트, 실크스크린",,,
,,,,,,3724,mixed media on paper mounted on wood,1,종이,혼합재료,,,
,,,,,,3725,"ink, acrylic on paper",1,종이,"아크릴릭, 잉크",,,
,,,,,,3726,"acrylic on board, wooden frame",1,보드,아크릴릭,,,
,,,,,,3727,yellow sandstone,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3728,texture prints,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3729,"gold powder, mixed media on wood",1,목재,혼합재료,,,
,,,,,,3730,inkjet on lenticular acrylic in aluminum frame,1,알루미늄 패널,렌티큘러 프린트,,,
,,,,,,3731,"woodcut, screenprint, collage on museum board",1,보드,"목판, 실크스크린",,,
,,,,,,3732,"white earthenware clay, decoration in engobes engraved by boring - rod under partial brushed glaze,black patina brown, black, white",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3733,color and Korean paper collage on canvas,1,캔버스,혼합재료,,,
,,,,,,3734,"synthetic polymer, silkscreen ink on canvas in the artist's wooden frame",1,캔버스,수묵,,,
,,,,,,3735,"genuine gold leaf plated on printed korean paper, acrylic paint, wooden skate board",1,종이,아크릴,,학습 제외,
,,,,,,3736,acrylic and spray paint on board,1,보드,"아크릴릭, 스프레이",,,
,,,,,,3737,acrylic on wood decks,1,목재,아크릴,,학습 제외,
,,,,,,3738,"iron powder, acrylic, PV glue, wood variable installation",1,목재,아크릴,,학습 제외,
,,,,,,3739,mirror on wood,1,목재,기타,분류 미매칭,,
,,,,,,3740,"film-biaxial oriented polypropylene, resin, acrylic on board, film-biaxial oriented polypropylene, permanent marker pen, film-biaxial oriented polypropylene, resin, acrylic color",1,목재,아크릴,,학습 제외,
,,,,,,3741,acrylic on fabric over aluminum pannel,1,금속,아크릴,,학습 제외,
,,,,,,3742,"pigment print, dupont clear coating, wood",1,목재,기타,분류 미매칭,,
,,,,,,3743,"plaster bandage, acrylic",1,기타,아크릴,,학습 제외,
,,,,,,3744,"Gold leaf, oil, acrylic, Acrylic, cotton, aluminum mesh",1,금속,유화,,학습 제외,
,,,,,,3745,"oil, mix media on wood",1,패널,"유채, 혼합재료",,,
,,,,,,3746,"acrylic, sand on board",1,보드,"아크릴릭, 모래",,,
,,,,,,3747,woodcut in colors,1,종이,목판,,,
,,,,,,3748,"lithograph, screenprint, etching, aquatint, relief, engraving and stamping on paper",1,종이,"석판, 실크스크린, 에칭, 아쿼틴트, 릴리프, 인그레이빙",,,
,,,,,,3749,"prints, paperwork, Cotton-pulp relief, collage, hand-coloured with dyes and dry pigments",1,종이,혼합재료,,,
,,,,,,3750,screenprint on glass in wooden frame,1,종이,실크스크린,,,
,,,,,,3751,polyester,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3752,"lambda print, diasec",1,종이,"디지털 C-프린트, 디아섹",,,
,,,,,,3753,chromogenic print,1,종이,크로모제닉 프린트,분류 미매칭,,
,,,,,,3754,screenprints,1,종이,실크스크린,,,
,,,,,,3755,"ceramic, with original packaging",1,없음,도자,,,
,,,,,,3756,etching and aquatint on Rives BFK paper,1,종이,"에칭, 아쿼틴트",,,
,,,,,,3757,oil and plastic on canvas mounted on board,1,캔버스,유화,,학습 제외,
,,,,,,3758,vinyl plastic LED light effects,1,없음,조각,,,
,,,,,,3759,fabrics and acrylic on canvas mounted on wooden frame,1,캔버스,"아크릴릭, 천",,,
,,,,,,3760,lambda print on paper,1,종이,디지털 C-프린트,,,
,,,,,,3761,light jet C-print,1,종이,디지털 C-프린트,,,
,,,,,,3762,"oil on paper, ink on paper",1,종이,유화,,학습 제외,
,,,,,,3763,rubber print on paper,1,종이,기타,분류 미매칭,,
,,,,,,3764,"pen, color pencil, pencil on paper",1,종이,"펜, 색연필, 연필",,,
,,,,,,3765,arylic and colored pencil on paper mounted on canvas,1,종이,"색연필, 아크릴릭",,,
,,,,,,3766,color on paper mounted on panel,1,종이,채색,,,
,,,,,,3767,mixed media on pannel,1,패널,혼합재료,,,
,,,,,,3768,"mixed media on canvas, wooden frame",1,캔버스,혼합재료,,,
,,,,,,3769,"painting on wood, steel, string",1,없음,목공예,,,
,,,,,,3770,screenprint on rag paper,1,종이,실크스크린,,,
,,,,,,3771,oriental paint on Korean paper mounted on wood panel,1,종이,기타,분류 미매칭,,
,,,,,,3772,screenprint in colors on wove paper,1,종이,실크스크린,,,
,,,,,,3773,fabrics on wooden frame,1,목재,섬유,,,
,,,,,,3774,acrylic and colored pencil on squared manuscript paper,1,종이,"아크릴릭, 색연필",,,
,,,,,,3775,mother-of-pearl on wood,1,목재,기타,분류 미매칭,,
,,,,,,3776,graphic ink on plastic plate,1,기타,수묵,,학습 제외,
,,,,,,3777,"Gold powder, carved and colored on wood",1,없음,조각,,,
,,,,,,3778,"earth, mixed media on canvas",1,캔버스,혼합재료,,,
,,,,,,3779,"silkscreen, acrylic on canvas mounted on wooden panel",1,캔버스,"실크스크린, 아크릴릭",,,
,,,,,,3780,"chromogenic print, diasec mounted on aluminium",1,금속,조각,,,
,,,,,,3781,mixed media with korean hanji paper on canvas,1,캔버스,혼합재료,,,
,,,,,,3782,"pencil, oil on newspaper",1,인쇄물,"유채, 연필",,,
,,,,,,3783,"color, mixed media on paper mounted on panel",1,종이,혼합재료,,,
,,,,,,3784,color on cloth mounted on canvas,1,캔버스,채색,,,
,,,,,,3785,prints on paper,1,종이,기타,분류 미매칭,,
,,,,,,3786,photo collage and resin on wood panel,1,목재,혼합재료,,,
,,,,,,3787,hand painted cutout steel,1,금속,기타,분류 미매칭,,
,,,,,,3788,collage on lithograph,1,종이,석판,,,
,,,,,,3789,acrylic on photographic paper,1,종이,아크릴릭,,,
,,,,,,3790,magazine cutting and collage on wood,1,목재,혼합재료,,,
,,,,,,3791,polyester plush in Dior suit with original presentation box,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3792,pigment print on paper,1,종이,기타,분류 미매칭,,
,,,,,,3793,"etching, aquatint and mezzotint on paper",1,종이,"에칭, 아쿼틴트, 메조틴트",,,
,,,,,,3794,woodcut print and color on paper,1,종이,채색,,,
,,,,,,3795,acrylic on cloth,1,캔버스,아크릴릭,,,
,,,,,,3796,painted FRP sculpture,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3797,offset lithograph printed in colours with foil stamping on smooth wove paper,1,종이,오프셋 프린트,,,
,,,,,,3798,oil on aluminum on panel,1,알루미늄 패널,유채,,,
,,,,,,3799,Painting on FRP,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3800,oil and acrylic on ultrachrome ink printed paper,1,종이,"유채, 아크릴릭, 잉크",,,
,,,,,,3801,arcylic medium chorcoal black on canvas,1,캔버스,기타,분류 미매칭,,
,,,,,,3802,"acrylic, crystal on canvas",1,캔버스,"아크릴릭, 크리스탈",,,
,,,,,,3803,color and mixed media on Korean paper,1,종이,혼합재료,,,
,,,,,,3804,"steel, steel powder on canvas",1,캔버스,기타,분류 미매칭,,
,,,,,,3805,paper on wooden panel,1,종이,기타,분류 미매칭,,
,,,,,,3806,ottchil and gold leaf on metal,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3807,"acrylic on plaster, canvas",1,캔버스,아크릴,,학습 제외,
,,,,,,3808,"acrylic, wood, pet",1,목재,아크릴,,학습 제외,
,,,,,,3809,color on carved wood,1,목재,채색,,,
,,,,,,3810,"Silver, ink and color on silk",1,비단,수묵,,,
,,,,,,3811,etchings in colors on Hahnemuehle paper,1,종이,에칭,,,
,,,,,,3812,sandstone,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3813,"Gold, carved and colored on wood, mixed media on wood",1,목재,혼합재료,,,
,,,,,,3814,8 plates 8 colors lithograph on paper,1,종이,석판,,,
,,,,,,3815,"steel plate, stone",1,금속,기타,분류 미매칭,,
,,,,,,3816,LED sign with blue diodes and anodized aluminum housing,1,금속,조각,,,
,,,,,,3817,enamel and ink on papeboard,1,목재,수묵,,,
,,,,,,3818,continuous computer animation on LCD screen,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3819,denim collage,1,기타,혼합재료,,학습 제외,
,,,,,,3820,piezograph on canvas,1,캔버스,기타,분류 미매칭,,
,,,,,,3821,etching with metal embossing,1,종이,에칭,,,
,,,,,,3822,ink and color on Korean paper mounted on cotton,1,종이,수묵,,,
,,,,,,3823,screenprint on linen tea towel,1,캔버스,실크스크린,,,
,,,,,,3824,"ballpoint pen, marker and colored pencil on paper",1,종이,"펜, 마커, 색연필",,,
,,,,,,3825,stenciled pulp paintings with pochoir,1,수제지,포슈아르,분류 미매칭,,
,,,,,,3826,Carved and color on wood,1,목재,채색,,,
,,,,,,3827,"copper welding, stone",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,3828,iris print,1,종이,지클레이 프린트,분류 미매칭,,
,,,,,,3829,oil and oil pastel on panel,1,패널,"유채, 오일 파스텔",,,
,,,,,,3830,embroidery on canvas,1,캔버스,섬유,,,
,,,,,,3831,oil and oil pastel on linen,1,캔버스,"유채, 오일 파스텔",,,
,,,,,,3832,"oil, color pencil and conte on linen",1,캔버스,"유채, 색연필, 콘테",,,
,,,,,,3833,"oil, color charcoal and oil pastel on linen",1,캔버스,"유채, 목탄, 오일 파스텔",,,
,,,,,,3834,color on wooden panel,1,목재,채색,,,
,,,,,,3835,color and Korean paper collage mounted on panel,1,종이,혼합재료,,,
,,,,,,3836,fabric collage and acrylic,1,섬유,아크릴,,학습 제외,
,,,,,,3837,pastel and mixed media on canvas,1,캔버스,"파스텔, 혼합재료",,,
,,,,,,3838,acrylic on paper(box),1,종이,아크릴릭,,,
,,,,,,3839,chinese ink and color on paper,1,종이,수묵,,,
,,,,,,3840,"mixed media, marble powder, pigment",1,기타,혼합재료,,학습 제외,
,,,,,,3841,"used tire, steel",1,금속,기타,분류 미매칭,,
,,,,,,3842,color lithograph,1,종이,석판,,,
,,,,,,3843,acrylic on the thick mulberry paper,1,종이,아크릴릭,,,
,,,,,,3844,C-print mounted on plexiglas in Artist's frame,1,종이,"디지털 C-프린트, 디아섹",,,
,,,,,,3845,"acrylic on objets, metal and wood",1,목재,아크릴,,학습 제외,
,,,,,,3846,Pigment printing,1,종이,디지털 피그먼트 프린트,분류 미매칭,,
,,,,,,3847,"charcoal, pastel, crayon, acrylic, watercolor, matt medium on paper",1,종이,"목탄, 파스텔, 오일 파스텔, 아크릴릭, 수채",,,
,,,,,,3848,collage on paper,1,종이,혼합재료,,,
,,,,,,3849,ultrachrome ink print and gold foil,1,종이,"디지털 프린트, 금박",,,
,,,,,,3850,ceramic plate,1,없음,도자,,,
