candidate_label,alt_candidate,gate_name,gate_kind,threshold,gap,validation_route_share,test_route_share,validation_n,validation_MdAPE,validation_MAPE,validation_p95_APE,validation_RMSE_log
min1_route_w625_risk_q60_althigher_gap005,min1_w625_huber_refit_partial,risk_q60_althigher_gap005,risk_ge_althigher_gap,0.3062512709471214,0.005,0.15221579961464354,0.13673805601317957,519,0.10220447973690917,0.18068868626864748,0.5831711512476516,0.29814383928429977
min1_route_w625_risk_q60_altgap_ge010,min1_w625_huber_refit_partial,risk_q60_altgap_ge010,risk_ge_altgap_ge,0.3062512709471214,0.01,0.1811175337186898,0.2042833607907743,519,0.10181673880917225,0.18014500142091622,0.5831711512476516,0.29873057902090683
min1_route_w625_risk_q60_altlower_gap010,min1_w625_huber_refit_partial,risk_q60_altlower_gap010,risk_ge_altlower_gap,0.3062512709471214,0.01,0.0789980732177264,0.1070840197693575,519,0.10220447973690917,0.1781037650392194,0.5772661746139477,0.2979283433634775
min1_route_w625_risk_q60_althigher_gap010,min1_w625_huber_refit_partial,risk_q60_althigher_gap010,risk_ge_althigher_gap,0.3062512709471214,0.01,0.10211946050096339,0.09719934102141681,519,0.10127685511430415,0.18044827175536265,0.5831711512476516,0.2981215444416436
min1_route_w625_risk_q60_altgap_ge020,min1_w625_huber_refit_partial,risk_q60_altgap_ge020,risk_ge_altgap_ge,0.3062512709471214,0.02,0.11368015414258188,0.10378912685337727,519,0.10181673880917225,0.17993345361516883,0.5831711512476516,0.29879561757321965
min1_route_w625_risk_q60_altlower_gap020,min1_w625_huber_refit_partial,risk_q60_altlower_gap020,risk_ge_altlower_gap,0.3062512709471214,0.02,0.046242774566473986,0.05601317957166392,519,0.10220447973690917,0.17817245849265748,0.5772661746139477,0.2979891563090285
min1_route_w625_risk_q60_althigher_gap020,min1_w625_huber_refit_partial,risk_q60_althigher_gap020,risk_ge_althigher_gap,0.3062512709471214,0.02,0.0674373795761079,0.047775947281713346,519,0.1006250857220497,0.18016803049617716,0.5831711512476516,0.29812594318610697
min1_route_w625_risk_q70,min1_w625_huber_refit_partial,risk_q70,risk_ge,0.45332818712336204,,0.30057803468208094,0.34102141680395387,519,0.10220447973690917,0.1805772937054831,0.5786978590126822,0.29908680981510577
min1_route_w625_risk_q70_altgap_ge005,min1_w625_huber_refit_partial,risk_q70_altgap_ge005,risk_ge_altgap_ge,0.45332818712336204,0.005,0.20809248554913296,0.2372322899505766,519,0.10220447973690917,0.18055077175423673,0.5786978590126822,0.29905989662966287
min1_route_w625_risk_q70_altlower_gap005,min1_w625_huber_refit_partial,risk_q70_altlower_gap005,risk_ge_altlower_gap,0.45332818712336204,0.005,0.09441233140655106,0.12685337726523888,519,0.10220447973690917,0.17829366244574074,0.5772661746139477,0.2979833292805808
